rank,title,author,avg_rating,num_ratings,cover_img_url,goodreads_url,source
795,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.05,443008,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335860740i/7869._SY75_.jpg,https://www.goodreads.com/book/show/7869.The_Bourne_Identity,GoodReads
796,Because of Winn-Dixie,Kate DiCamillo,4.11,283297,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456871914i/357664._SX50_.jpg,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie,GoodReads
797,Seabiscuit: An American Legend,Laura Hillenbrand,4.23,169574,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171644213i/110737._SY75_.jpg,https://www.goodreads.com/book/show/110737.Seabiscuit,GoodReads
798,The Club,Ellery Lloyd,3.28,129073,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644230879i/58536005._SY75_.jpg,https://www.goodreads.com/book/show/58536005-the-club,GoodReads
798,"Think Twice (Myron Bolitar, #12)",Harlan Coben,4.22,52627,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697047908i/198494009._SY75_.jpg,https://www.goodreads.com/book/show/198494009-think-twice,GoodReads
800,The Night Before Christmas,Clement Clarke Moore,4.4,128760,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388370094i/196970._SX50_.jpg,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,GoodReads
801,A People’s History of the United States: 1492 - Present,Howard Zinn,4.09,270592,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494279423i/2767._SY75_.jpg,https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States,GoodReads
802,Mythology,Edith Hamilton,4.04,60742,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305000423i/23522._SY75_.jpg,https://www.goodreads.com/book/show/23522.Mythology,GoodReads
803,"Oedipus Rex  (The Theban Plays, #1)",Sophocles,3.73,241215,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182316i/1554._SY75_.jpg,https://www.goodreads.com/book/show/1554.Oedipus_Rex,GoodReads
804,The History of Love,Nicole Krauss,3.92,141976,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327911009i/3867._SY75_.jpg,https://www.goodreads.com/book/show/3867.The_History_of_Love,GoodReads
805,Peace Like a River,Leif Enger,4.03,103837,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436139976i/227571._SY75_.jpg,https://www.goodreads.com/book/show/227571.Peace_Like_a_River,GoodReads
806,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.56,627264,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628563911i/2767793._SY75_.jpg,https://www.goodreads.com/book/show/2767793-the-hero-of-ages,GoodReads
807,"Where She Went (If I Stay, #2)",Gayle Forman,3.96,306905,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347810457i/8492825._SX50_.jpg,https://www.goodreads.com/book/show/8492825-where-she-went,GoodReads
808,Ask for Andrea,Noelle W. Ihli,4.07,269669,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642696843i/60168787._SX50_.jpg,https://www.goodreads.com/book/show/60168787-ask-for-andrea,GoodReads
809,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.26,362257,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015i/16328._SY75_.jpg,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,GoodReads
810,Native Son,Richard Wright,4.04,106500,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627788308i/15622._SX50_.jpg,https://www.goodreads.com/book/show/15622.Native_Son,GoodReads
811,"The Talisman (The Talisman, #1)",Stephen  King,4.1,144828,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170530286i/59219._SX50_.jpg,https://www.goodreads.com/book/show/59219.The_Talisman,GoodReads
812,Grimm's Fairy Tales,Jacob Grimm,4.23,222682,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386705031i/19351490._SX50_.jpg,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales,GoodReads
813,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,2838296,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585623092i/50659472._SX50_.jpg,https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin,GoodReads
814,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.32,430410,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172676i/28954189._SY75_.jpg,https://www.goodreads.com/book/show/28954189-scythe,GoodReads
815,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,,291977,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668379066i/46756._SY75_.jpg,https://www.goodreads.com/book/show/46756.Oryx_and_Crake,GoodReads
816,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.06,375179,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327909237i/99300._SY75_.jpg,https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories,GoodReads
817,Head Like a Hole,Andrew Van Wey,3.83,6013,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659300362i/61800582._SY75_.jpg,https://www.goodreads.com/book/show/61800582-head-like-a-hole,GoodReads
818,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,4.18,649736,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610493390i/50531218._SY75_.jpg,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,GoodReads
819,"Archer's Voice (Pelion Lake, #1)",Mia Sheridan,4.16,699782,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656593818i/32822135._SY75_.jpg,https://www.goodreads.com/book/show/32822135-archer-s-voice,GoodReads
820,The Butcher of the Forest,Premee Mohamed,3.83,11811,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685624911i/127281143._SY75_.jpg,https://www.goodreads.com/book/show/127281143-the-butcher-of-the-forest,GoodReads
821,The Roommate,Kiersten Modglin,3.76,14299,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613149059i/57040367._SY75_.jpg,https://www.goodreads.com/book/show/57040367-the-roommate,GoodReads
822,"Champion (Legend, #3)",Marie Lu,4.3,236021,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382652310i/14290364._SY75_.jpg,https://www.goodreads.com/book/show/14290364-champion,GoodReads
823,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.26,229664,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407366842i/10967._SY75_.jpg,https://www.goodreads.com/book/show/10967.The_Fiery_Cross,GoodReads
824,Starship Troopers,Robert A. Heinlein,,249681,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614054412i/17214._SY75_.jpg,https://www.goodreads.com/book/show/17214.Starship_Troopers,GoodReads
825,"Gone (Gone, #1)",Michael  Grant,3.87,212158,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357796831i/2536134._SY75_.jpg,https://www.goodreads.com/book/show/2536134.Gone,GoodReads
826,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,4.33,93192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355371689i/682804._SX50_.jpg,https://www.goodreads.com/book/show/682804.The_Killer_Angels,GoodReads
827,If on a Winter's Night a Traveler,Italo Calvino,4.01,115001,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1763828460i/374233._SY75_.jpg,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,GoodReads
828,Watchers,Dean Koontz,4.19,173427,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532695250i/32423._SY75_.jpg,https://www.goodreads.com/book/show/32423.Watchers,GoodReads
829,Look Closer,David Ellis,4.14,174180,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650843418i/59316367._SY75_.jpg,https://www.goodreads.com/book/show/59316367-look-closer,GoodReads
830,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,4.44,194074,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734099153i/10965._SY75_.jpg,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,GoodReads
831,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.05,582539,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730230i/6853._SY75_.jpg,https://www.goodreads.com/book/show/6853.One_for_the_Money,GoodReads
832,"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,4.39,117115,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326469854i/12842828._SX50_.jpg,https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities,GoodReads
833,"Not Forever, But For Now",Chuck Palahniuk,3.01,5228,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687711848i/101145468._SY75_.jpg,https://www.goodreads.com/book/show/101145468-not-forever-but-for-now,GoodReads
834,I Am Legend and Other Stories,Richard Matheson,,137345,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791583i/547094._SY75_.jpg,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,GoodReads
835,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.16,220965,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327784751i/3980._SY75_.jpg,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,GoodReads
836,"Shadowfever (Fever, #5)",Karen Marie Moning,4.39,113416,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439940228i/7304203._SY75_.jpg,https://www.goodreads.com/book/show/7304203-shadowfever,GoodReads
837,Cosmos,Carl Sagan,4.4,161575,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388620656i/55030._SX50_.jpg,https://www.goodreads.com/book/show/55030.Cosmos,GoodReads
838,"Left Behind (Left Behind, #1)",Tim LaHaye,3.86,249245,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406505054i/27523._SY75_.jpg,https://www.goodreads.com/book/show/27523.Left_Behind,GoodReads
839,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,4.5,120234,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518310i/47989._SY75_.jpg,https://www.goodreads.com/book/show/47989.Night_Watch,GoodReads
840,The Girl Who Was Taken,Charlie Donlea,4.15,190488,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522156793i/39657755._SY75_.jpg,https://www.goodreads.com/book/show/39657755-the-girl-who-was-taken,GoodReads
841,Stoner,John  Williams,4.36,275838,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1742326950i/166997._SY75_.jpg,https://www.goodreads.com/book/show/166997.Stoner,GoodReads
842,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.98,295915,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440111652i/56495._SY75_.jpg,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life,GoodReads
843,"Corrupt (Devil's Night, #1)",Penelope Douglas,3.78,443627,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621729447i/58124274._SY75_.jpg,https://www.goodreads.com/book/show/58124274-corrupt,GoodReads
844,"Darkfever (Fever, #1)",Karen Marie Moning,4.05,191613,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1726371112i/112750._SY75_.jpg,https://www.goodreads.com/book/show/112750.Darkfever,GoodReads
845,Under the Dome,Stephen  King,3.93,328345,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511289992i/6320534._SY75_.jpg,https://www.goodreads.com/book/show/6320534-under-the-dome,GoodReads
846,The Blind Assassin,Margaret Atwood,3.96,165681,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445426i/78433._SY75_.jpg,https://www.goodreads.com/book/show/78433.The_Blind_Assassin,GoodReads
847,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,316061,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486837149i/131359._SY75_.jpg,https://www.goodreads.com/book/show/131359.Death_on_the_Nile,GoodReads
848,"The Death Cure (The Maze Runner, #3)",James Dashner,3.78,509668,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303997647i/7864437._SY75_.jpg,https://www.goodreads.com/book/show/7864437-the-death-cure,GoodReads
849,The Magus,John Fowles,4.05,65154,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441323311i/16286._SY75_.jpg,https://www.goodreads.com/book/show/16286.The_Magus,GoodReads
850,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.04,93873,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338735611i/18545._SY75_.jpg,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,GoodReads
851,The Arnolfini Art Mysteries,Rich DiSilvio,4.35,4999,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679082803i/50919253._SY75_.jpg,https://www.goodreads.com/book/show/50919253-the-arnolfini-art-mysteries,GoodReads
852,"Pretties (Uglies, #2)",Scott Westerfeld,3.83,282155,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388314207i/24768._SX50_.jpg,https://www.goodreads.com/book/show/24768.Pretties,GoodReads
853,John Adams,David McCullough,4.08,381390,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478144278i/2203._SX50_.jpg,https://www.goodreads.com/book/show/2203.John_Adams,GoodReads
854,The Elegance of the Hedgehog,Muriel Barbery,3.81,203432,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347755370i/2967752._SY75_.jpg,https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog,GoodReads
855,The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,4.23,91911,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327389004i/323355._SX50_.jpg,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon,GoodReads
856,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,4.27,137801,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206270i/13831._SY75_.jpg,https://www.goodreads.com/book/show/13831.Alanna,GoodReads
857,The Shards,Bret Easton Ellis,,46786,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658241203i/60880820._SX50_.jpg,https://www.goodreads.com/book/show/60880820-the-shards,GoodReads
858,Possession,A.S. Byatt,3.9,85517,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391124124i/41219._SY75_.jpg,https://www.goodreads.com/book/show/41219.Possession,GoodReads
859,"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Eight Political Wives",Anne  Michaud,4.29,13558,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625880812i/58524608._SY75_.jpg,https://www.goodreads.com/book/show/58524608-why-they-stay,GoodReads
860,Papillon,Henri Charrière,4.23,76838,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865561i/6882._SY75_.jpg,https://www.goodreads.com/book/show/6882.Papillon,GoodReads
861,The Bonfire of the Vanities,Tom Wolfe,3.93,88550,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542903489i/2666._SY75_.jpg,https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities,GoodReads
862,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.85,738073,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461611233i/452306._SY75_.jpg,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,GoodReads
863,Veronika Decides to Die,Paulo Coelho,3.74,246411,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348139939i/1431._SY75_.jpg,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die,GoodReads
864,The Agony and the Ecstasy,Irving Stone,4.09,98312,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879079i/321552._SY75_.jpg,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,GoodReads
865,The Sirens of Titan,Kurt Vonnegut Jr.,4.15,161320,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419363185i/4982._SY75_.jpg,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan,GoodReads
866,House of Sand and Fog,Andre Dubus III,3.86,137007,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519083021i/38311414._SX50_.jpg,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog,GoodReads
867,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,,277727,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388245669i/14995._SY75_.jpg,https://www.goodreads.com/book/show/14995.Odd_Thomas,GoodReads
868,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.26,104542,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604058784i/76401._SX50_.jpg,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee,GoodReads
869,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.01,905445,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550917827i/1202._SX50_.jpg,https://www.goodreads.com/book/show/1202.Freakonomics,GoodReads
870,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,4.31,142083,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351276662i/304027._SY75_.jpg,https://www.goodreads.com/book/show/304027.Lover_Unbound,GoodReads
871,Dark Matter,Blake Crouch,4.13,771254,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680i/27833670._SY75_.jpg,https://www.goodreads.com/book/show/27833670-dark-matter,GoodReads
872,On Writing: A Memoir of the Craft,Stephen  King,4.34,323664,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436735207i/10569._SY75_.jpg,https://www.goodreads.com/book/show/10569.On_Writing,GoodReads
873,How to Win Friends & Influence People,Dale Carnegie,4.21,1174156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442726934i/4865._SX50_.jpg,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People,GoodReads
874,The Familiar,Leigh Bardugo,3.74,143760,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1695054790i/133286777._SY75_.jpg,https://www.goodreads.com/book/show/133286777-the-familiar,GoodReads
875,Meditations,Marcus Aurelius,4.28,367342,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421618636i/30659._SY75_.jpg,https://www.goodreads.com/book/show/30659.Meditations,GoodReads
876,This Is How You Lose the Time War,Amal El-Mohtar,3.83,358938,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1759084233i/43352954._SY75_.jpg,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,GoodReads
877,Song of Solomon,Toni Morrison,4.16,131989,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632283992i/11334._SY75_.jpg,https://www.goodreads.com/book/show/11334.Song_of_Solomon,GoodReads
878,The Witch of Blackbird Pond,Elizabeth George Speare,4.03,161508,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345499790i/703292._SY75_.jpg,https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond,GoodReads
879,"Prodigy (Legend, #2)",Marie Lu,4.22,284637,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336254717i/13414446._SY75_.jpg,https://www.goodreads.com/book/show/13414446-prodigy,GoodReads
880,"Consequences (Consequences, #1) A Dark Wealth and Power Romance",Aleatha Romig,3.91,43480,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350233855i/12368985._SY75_.jpg,https://www.goodreads.com/book/show/12368985-consequences-consequences-1-a-dark-wealth-and-power-romance,GoodReads
881,The Communist Manifesto,Karl Marx,3.69,204682,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1740105815i/30474._SY75_.jpg,https://www.goodreads.com/book/show/30474.The_Communist_Manifesto,GoodReads
882,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.69,184422,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327714834i/4953._SY75_.jpg,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,GoodReads
883,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,3.99,121972,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450516880i/164154._SY75_.jpg,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,GoodReads
884,Something Wicked This Way Comes,Ray Bradbury,3.89,156922,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409596011i/248596._SY75_.jpg,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,GoodReads
885,"Truth: A Dark Wealth and Power Romance  (Consequences, #2)",Aleatha Romig,4.34,32632,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398768721i/16070018._SY75_.jpg,https://www.goodreads.com/book/show/16070018-truth,GoodReads
886,Holy Bible: New International Version,Anonymous,4.63,99045,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631965680i/280111._SY75_.jpg,https://www.goodreads.com/book/show/280111.Holy_Bible,GoodReads
887,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.06,183055,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256626i/40024._SY75_.jpg,https://www.goodreads.com/book/show/40024.The_Alienist,GoodReads
888,Around the World in Eighty Days,Jules Verne,3.95,288081,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684014860i/54479._SY75_.jpg,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days,GoodReads
889,The Aeneid,Virgil,3.88,146311,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923968i/12914._SY75_.jpg,https://www.goodreads.com/book/show/12914.The_Aeneid,GoodReads
890,Corelli’s Mandolin,Louis de Bernières,4.04,93573,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479680795i/3388._SY75_.jpg,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin,GoodReads
891,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.72,817102,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546503932i/9416._SX50_.jpg,https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,GoodReads
892,One Day,David Nicholls,3.88,416608,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873020i/6280118._SY75_.jpg,https://www.goodreads.com/book/show/6280118-one-day,GoodReads
893,"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,4.14,173707,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327918185i/6325285._SX50_.jpg,https://www.goodreads.com/book/show/6325285-rubinrot,GoodReads
894,Digital Fortress,Dan    Brown,3.71,670039,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360095966i/11125._SY75_.jpg,https://www.goodreads.com/book/show/11125.Digital_Fortress,GoodReads
895,The Drowning Woman,Robyn Harding,4.03,173988,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681110477i/62874245._SY75_.jpg,https://www.goodreads.com/book/show/62874245-the-drowning-woman,GoodReads
896,Battle Royale,Koushun Takami,4.26,87534,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331235272i/57891._SY75_.jpg,https://www.goodreads.com/book/show/57891.Battle_Royale,GoodReads
897,"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,4.08,32843,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389883928i/20559676._SY75_.jpg,https://www.goodreads.com/book/show/20559676-killing-sarai,GoodReads
898,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,3.99,428546,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407111017i/34497._SY75_.jpg,https://www.goodreads.com/book/show/34497.The_Color_of_Magic,GoodReads
899,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,3.84,194307,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334491180i/852470._SX50_.jpg,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,GoodReads
900,Prodigal Summer,Barbara Kingsolver,4.05,131419,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426308771i/14249._SY75_.jpg,https://www.goodreads.com/book/show/14249.Prodigal_Summer,GoodReads
901,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.03,440213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1758833715i/22055262._SY75_.jpg,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,GoodReads
902,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.71,1176816,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673567331i/76715522._SY75_.jpg,https://www.goodreads.com/book/show/76715522-kingdom-of-ash,GoodReads
903,The Namesake,Jhumpa Lahiri,4.02,287026,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480106986i/33917._SY75_.jpg,https://www.goodreads.com/book/show/33917.The_Namesake,GoodReads
904,The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,3.81,4124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388535774i/18300212._SY75_.jpg,https://www.goodreads.com/book/show/18300212-the-trigger,GoodReads
905,Jitterbug Perfume,Tom Robbins,4.23,81660,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607752i/8682._SY75_.jpg,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume,GoodReads
906,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.2,1277894,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384362444i/18243700._SX50_.jpg,https://www.goodreads.com/book/show/18243700-the-assassin-s-blade,GoodReads
907,"Love Story (Love Story, #1)",Erich Segal,3.66,64964,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388812297i/73968._SY75_.jpg,https://www.goodreads.com/book/show/73968.Love_Story,GoodReads
908,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,4.23,356863,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519425615i/27774758._SY75_.jpg,https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes,GoodReads
909,Stoneslayer: Book One Scandal,Candace L. Talmadge,4.39,1992,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1723149238i/217306484._SX50_.jpg,https://www.goodreads.com/book/show/217306484-stoneslayer,GoodReads
910,Orlando,Virginia Woolf,3.87,119409,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443118010i/18839._SY75_.jpg,https://www.goodreads.com/book/show/18839.Orlando,GoodReads
